0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object_category ,object_type ,offer_type ,ref_object ,object_street ,object_zip ,object_city ,object_state ,object_country ,object_title ,object_description ,selling_price ,rent_net ,rent_extra ,price_unit ,picture_1_filename ,picture_2_filename ,picture_3_filename ,picture_4_filename ,picture_5_filename ,picture_1_title ,picture_2_title ,picture_3_title ,picture_4_title ,picture_5_title ,picture_1_description ,picture_2_description ,picture_3_description ,picture_4_description ,picture_5_description ,movie_filename ,movie_title ,movie_description ,document_filename ,document_title ,document_description ,url ,agency_id ,agency_name ,agency_name_2 ,agency_reference ,agency_street ,agency_zip ,agency_city ,agency_country ,agency_phone ,agency_mobile ,agency_fax ,agency_email ,agency_logo ,visit_name ,visit_phone ,visit_email ,visit_remark ,publish_until ,destination ,picture_6_filename ,picture_7_filename ,picture_8_filename ,picture_9_filename ,picture_6_title ,picture_7_title ,picture_8_title ,picture_9_title ,picture_6_description ,picture_7_description ,picture_8_description ,picture_9_description ,picture_1_url ,picture_2_url ,picture_3_url ,picture_4_url ,picture_5_url ,picture_6_url ,picture_7_url ,picture_8_url ,picture_9_url ,distance_motorway ,ceiling_height ,hall_height ,maximal_floor_loading ,carrying_capacity_crane ,carrying_capacity_elevator ,isdn ,wheelchair_accessible ,animal_allowed ,ramp ,lifting_platform ,railway_terminal ,restrooms ,water_supply ,sewage_supply ,power_supply ,gas_supply ,municipal_info ,own_object_url ,billing_anrede ,billing_first_name ,billing_name ,billing_company ,billing_street ,billing_post_box ,billing_zip ,billing_place_name ,billing_land ,billing_phone_1 ,billing_phone_2 ,billing_mobile ,billing_language ,publishing_id ,delivery_id ,picture_10_filename ,picture_11_filename ,picture_12_filename ,picture_13_filename ,picture_10_title ,picture_11_title ,picture_12_title ,picture_13_title ,picture_10_description ,picture_11_description ,picture_12_description ,picture_13_description ,picture_10_url ,picture_11_url ,picture_12_url ,picture_13_url ,commission_sharing ,commission_own ,commission_partner ,agency_logo_2 ,number_of_floors ,year_renovated ,flat_sharing_community ,corner_house ,middle_house ,building_land_connected ,gardenhouse ,raised_ground_floor ,new_building ,old_building ,under_building_laws ,under_roof ,swimmingpool ,minergie_general ,minergie_certified ,last_modified ,advertisement_id ,sparefield_1 ,sparefield_2 ,sparefield_3 ,sparefield_4 ,sparefield_5,sparefield_6,sparefield_7,sparefield_8,sparefield_9,sparefield_10
PARK,5,RENT,7053,Birsweg 10,4143,Dornach,SO,CH,Einstellhallenplätze zu vermieten,Einstellhallenplätze neben dem Schwimmbad zu vermieten. Mietzins exkl. MWST<br /><br />Bei Interesse freuen wir uns über Ihren Anruf!,100,100,,MONTHLY,362fd386-add5-440c-a5c4-59d0900cd730.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/aa99f8b6-f54c-49c5-b84b-dfdaff852230?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,P. Nolasco & Co. AG 061 631 00 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,7017,Wollmattweg 2-8,4143,Dornach,SO,CH,Freie Plätze in unserer Einstellhalle,Wir haben freie Einstellplätze am Wollmattweg in Dornach zu vermieten. Die Einstellhalle befindet sich in der Nähe vom Bahnhof.<br /><br />Mietzins exkl. MWST,120,120,,MONTHLY,fddb5949-8897-4b43-9076-7d51f468597f.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/7080154e-0bfd-4318-af45-433b415eaa36?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,9,RENT,7101,Wollmattweg 2-8,4143,Dornach,SO,CH,Freier Motorradplatz,Diverse Motorradplätze in der Nähe vom Bahnhof zu vermieten<br /><br />Mietzins exkl. MWST,40,40,,MONTHLY,d9f82384-8443-4993-ac4e-e44f68d6a440.jpg,09e7c0d4-fbfa-4a84-8496-d3d8d0e4eab3.jpg,,,,Aussenansicht,Aussenansicht,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/b44d2bcc-9fe3-4895-ab07-1c1ac1aa8bae?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Hauswartung: Firma Gottlieb - Herr Elezi Tel. 079 777 53 83. <br />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,2,RENT,103,Zelgenstrasse 12,8810,Horgen,ZH,CH,Willkommen zu Hause!,"An attraktiver Lage vermieten wir eine grosszügige Wohnung.<br /><br />Auf folgende Ausstattung dürfen Sie sich freuen:<br />- Moderne Küche mit grossem Kühlschrank, Geschirrspüler und Glaskeramikherd<br />- Bad mit Doppellavabo und Badewanne<br />- Zwei Reduits für genügend Stauraum<br />- Wohn- und Schlafräume mit Parkett ausgestattet<br />- Gut besonnter Balkon und Gartensitzplatz<br />- Cheminée im Wohnzimmer <br /><br />- ÖV, Einkaufsmöglichkeiten und Schulen in wenigen Gehminuten erreichbar<br />- Nahe an Autobahnanschluss<br /><br />Einstellhallenplätze können für CHF 130.00 pro Monat dazugemietet werden.<br /><br />Wir freuen uns auf Ihre Anfrage. Bei Fragen oder Anliegen stehen wir Ihnen gerne zur Verfügung.<br /><br />**Bitte beachten Sie, dass die Bilder von einer anderen Wohnung stammen können. Der Ausbaustandard ist jedoch derselbe.**",2130,1900,230,MONTHLY,dfcb6293-9458-41b2-bf24-79f564acaf84.jpg,2ba911e9-4651-4182-9840-23f0b0ab90b6.jpg,b3de3cfa-5750-4d7a-8a51-5f3187a700a0.jpg,8826b40c-2616-433d-a9a2-be040bbd41dd.jpg,09b6e960-3590-452f-8eed-1375a7b7f59c.jpg,Aussenansicht,Wohnzimmer,Bad,Zimmer,Aussicht,,,,,,,,,,,,http://zelgenstrasse-horgen.wincasaweb.ch/,wic,,Wincasa Filiale Zug,Ulrich Marlene,Feldpark 3,6300,Zug,CH,041 414 29 08,,041 414 29 08,,,,,,"Marlene Ulrich<br />Feldpark 3, 6300 Zug<br />Telefon: 041 414 29 08<br />Fax/Natel:   041 414 29 99<br />Email:     marlene.ulrich@wincasa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,2,RENT,201,Zelgenstrasse 14,8810,Horgen,ZH,CH,Start ins eigene Wohnglück,"An zentraler und gut erschlossener Lage vermieten wir diese schöne Maisonette-Wohnung.<br /><br />Auf folgende Highlights dürfen Sie sich freuen:<br /><br />- Offene Küche mit Geschirrspüler, Glaskeramikherd und grossem Kühlschrank<br />- Wohn-, Schlafräume und Korridor mit Parkett ausgestattet<br />- Bad mit Badewanne, Doppellavabo und Fenster<br />- Cheminée im Wohnzimmer<br />- Reduit mit genügend Stauraum<br />- Zwei gut besonnte Balkone<br />- Lichtdurchflutete Räume<br /><br />- ruhige Wohnlage<br />- ÖV, Einkaufsmöglichkeiten und Schulen sind in wenigen Gehminuten zu Fuss erreichbar<br /><br />Einstellplätze können für CHF 130.00 / Monat dazugemietet werden.<br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihren Besuch!<br /><br />**Die Bilder stammen teilweise von einer ähnlichen Wohnung und können leicht abweichen.**",2050,1800,250,MONTHLY,872dab9b-99db-4f79-b441-dfdf27fabd21.jpg,9cdd27a7-2df9-45f0-954a-53b4f16fbf2a.jpg,d5688a7b-964c-40a5-8575-307c210c362b.jpg,7f69f7e9-0ee3-4485-a535-908fbbe14934.jpg,8f403f15-ea61-43f8-a75a-d6730ef12fd0.jpg,Aussenansicht,Wohnzimmer,Wohnzimmer,Küche,Bad,,,,,,,,,,,,http://zelgenstrasse-horgen.wincasaweb.ch/,wic,,Wincasa Filiale Zug,Ulrich Marlene,Feldpark 3,6300,Zug,CH,041 414 29 08,,041 414 29 08,,,,,,"Marlene Ulrich<br />Feldpark 3, 6300 Zug<br />Telefon: 041 414 29 08<br />Email:     marlene.ulrich@wincasa.ch",,,f5deb1dd-34a0-4163-84ae-f8c1f4cf8e58.jpg,13b98e6a-fdc5-4fbe-9edd-4015744d34e4.jpg,ee4ffab1-bd8a-40b7-aff5-0c43a21c21ac.jpg,36ce797f-103e-4fc4-923f-a4d99b5618ef.jpg,Zimmer,Zimmer,Aussicht,Grundriss,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,2,RENT,103,Zelgenstrasse 18,8810,Horgen,ZH,CH,Blick auf Zürichsee und Alpen,Wir vermieten per 01. November 2017 oder nach Vereinbarung eine schöne 3.5- Zimmer-Wohnung in Horgen.<br /><br />Die Wohnung hat folgende Highlights zu bieten:<br /><br />- Wohn- und Schlafräume mit Laminat ausgestattet<br />- Offene und moderne Küche mit Geschirrspüler und Plattenboden<br />- Bad mit Plattenboden und Badewanne<br />- Gut besonnter Balkon und Aussensitzplatz<br />- Lift vorhanden<br />- Bushaltestelle in der Nähe<br />- Einstellplatz kann dazugemietet werden (130.00/Mt.)<br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihren Besuch!<br /><br /><br /><br />Achtung die Bilder stammen teilweise von einer ähnlichen Wohnung.,2179,1900,279,MONTHLY,a6fbea59-3116-4736-8f03-33cb824d1885.jpg,46b1c0bc-bd5c-40c3-8e1c-6be8a8e62f3b.jpg,016027c3-6b4c-496c-930d-7d721a8f146c.jpg,d33d385d-d21f-4743-9cd1-dd2760facd9c.jpg,13290706-b729-4085-a262-767a5a0e7f01.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Zimmer,,,,,,,,,,,,http://zelgenstrasse-horgen.wincasaweb.ch/,wic,,Wincasa Filiale Zug,Ulrich Marlene,Feldpark 3,6300,Zug,CH,041 414 29 08,,041 414 29 08,,,,,,"Valeria Camia<br />Zelgenstrasse 18, 8810 Horgen<br />Fax/Natel:  078 664 67 72<br />",,,21b56f62-bae1-4c86-83e2-1aa8d5421517.jpg,3baebd8f-7339-41f9-82d5-2e2a9342f7f7.jpg,,,Balkon/Terrasse/Sitzplatz,Aussicht,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,302,Seemaettlistr. 12,4132,Muttenz,BL,CH,Ruhige Wohnlage in begrünter Siedlung,"Wir bieten Ihnen eine charmante 3.5 Zimmerwohnung in familienfreundlicher Umgebung<br /><br />Die Wohnung bietet Ihnen:<br /><br />- Moderne Küche mit Granitabdeckung und Geschirrspüler<br />- Bad / WC mit Badewanne<br />- Keramik Platten im Nasszonenbereich/Vorplatz<br />- Wohnzimmer mit Parkettboden<br />- Kinderspielplatz im Innenhof<br />- Kein Lift<br /><br />Auto-Einstellplätze können für CHF 100.00 im Monat dazu gemietet werden.<br /><br />Im Dorfkern gibt es verschiedene Einkaufsmöglichkeiten, eine Poststelle und Gastrobetriebe. Die Tramhaltestelle «Rothausstrasse» ist in Gehdistanz zu erreichen.<br /><br />Wir freuen uns auf Ihre Bewerbung!",1750,1380,370,MONTHLY,f8fa81aa-d6ff-4f06-8a37-9cde9d983e47.jpg,f5ef2e76-2d25-445a-aec5-0c909fb7484f.jpg,95390f6d-c21c-4302-9b99-515888a674b4.jpg,87e74bf3-1840-4b83-8bfa-8ae9afc22d14.jpg,a6e13b48-bba8-40e6-8eee-30f98385db83.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Innenansicht,Wohnzimmer,,,,,,,,,74699ed8-be1c-4a8f-8a83-8f936e7af684.pdf,Grundriss,,https://www.mywincasa.ch/go/rent/5e2bcb8b-766d-488a-b39b-83f7c61a668f?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,"Quintillan Lucas, Tel. 061 270 90 77",,,3ccdd0ca-0cc8-4fcd-a6d3-e1eccdd680b8.jpg,3b10c78e-1a75-491f-b354-ee60a81ab99f.jpg,a9e9e172-3251-4cc5-a761-724842f9ae78.jpg,03c75d37-864b-4699-a841-3c76129b44ee.jpg,Küche,Bad,Zimmer,Korridor,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,301,Seemaettlistr. 14,4132,Muttenz,BL,CH,Helle Wohnung in familienfreundlicher Umgebung,"Wir bieten Ihnen eine moderne Wohnung mit folgender Ausstattung: <br /><br />- Moderne Küche mit Granitabdeckung<br />- Badezimmer und separates WC<br />- Keramikplatten im Nasszonenbereich/Vorplatz<br />- Parkettböden in den übrigen Räumen<br /><br />- Charmante Liegenschaft in begrünter Umgebung<br />- Kinderspielplatz im Innenhof<br />- Tramstation (Rothausstrasse) in unmittelbarer Nähe<br />- Einkaufsmöglichkeiten bequem und schnell erreichbar<br />- Lift vorhanden<br /><br />Auto-Einstellplätze können für CHF 100.00/mtl. dazugemietet werden<br /><br />Bitte beachten Sie, dass die gezeigten Bilder den Ausbaustandard einer vergleichbaren Wohnung in der Liegenschaft präsentieren. <br /><br />Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihren Anruf!",1900,1630,270,MONTHLY,9cd5cd12-1187-43ba-9deb-c9e96eff2a59.jpg,4bac068c-dd62-4835-9b06-401df42c4358.jpg,a1f6ede3-0d0f-45b3-9aec-4ec6439ff3e6.jpg,428588d4-29a0-45a8-9e2a-d42bcd175790.jpg,f10387c1-def3-4eb6-af53-14db1c87f793.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Küche,Bad,,,,,,,,,d49dfbf6-530a-4963-85c3-a234dd3ae9a6.pdf,Grundriss,,https://www.mywincasa.ch/go/rent/36812f94-dfc7-4ec8-874d-6ee4a96479f1?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Freie Besichtigung am DI 30.01.2018 + DI 06.02.2018 zwischen 18.00-19.00Uhr<br />Klingeln bei Weiss,,,51ad144e-4c11-4eed-8538-9f8c53e8a111.jpg,a0f0a4b0-d757-4dd7-84c6-fbaa39f2fe93.jpg,0d716742-bf54-4e2e-89f0-b2d52c9e4b61.jpg,0f9c0795-7897-4dfc-a589-7978ba4290fc.jpg,Bad,Zimmer,Zimmer,Korridor,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,502,Seemaettlistr. 14,4132,Muttenz,BL,CH,Helle moderne Familienwohnung,Wir bieten Ihnen eine Wohnung in familienfreundlicher Umgebung<br /><br />Die Wohnung bietet Ihnen:<br /><br />- Moderne Küche mit Granitabdeckung<br />- Badezimmer und separates WC<br />- Keramikplatten im Nasszonenbereich/Vorplatz<br />- Parkettböden in den übrigen Räumen<br /><br />- Charmante Liegenschaft in begrünter Umgebung<br />- Kinderspielplatz im Innenhof<br />- Tramstation (Rothausstrasse) in unmittelbarer Nähe<br />- Einkaufsmöglichkeiten bequem und schnell erreichbar<br />- Lift vorhanden<br /><br />Auto-Einstellplätze können für CHF 100.00/mtl. dazugemietet werden<br /><br />Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihren Anruf!,1950,1650,300,MONTHLY,159aaec2-3361-49f9-9602-9c8957684dbe.jpg,2a4e32e4-c5cc-4a7e-86f7-902c965d0172.jpg,91591737-c4ab-4f22-a749-fdbf0d668e6f.jpg,1aaae806-e91a-40b2-86ec-1d57a3eb9a60.jpg,c5379b54-7385-44ab-aa66-ad2648e20a14.jpg,Aussenansicht,Aussenansicht,Küche,Bad,Bad,,,,,,,,,890a67cc-39ca-4284-b7e5-f8f9add2db73.pdf,Grundriss,,https://www.mywincasa.ch/go/rent/8f10bb7d-02bd-4b96-a3a8-d9b05963b628?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,"Lucas Quintillan, Tel. 061 270 90 77 oder lucas.quintillan@wincasa.ch",,,30323e1b-cd0c-49c9-9eb5-735c48d3ade4.jpg,2cf0967e-af89-4d81-b6cf-2583507496e2.jpg,15b375ed-c8c9-4f5c-aade-63a2a70ab075.jpg,7afb7aef-d7e6-4e3d-88c5-cdaef02e3561.jpg,Zimmer,Zimmer,Zimmer,Korridor,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,17b1719a-f08c-4cdd-88de-0e61568c1471.jpg,0ceddf27-70b2-45ea-8b9f-12c4b2d2949f.jpg,,,Aussicht,Aussicht,,,,,,,,,,,,,,,,2006,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,403,Seemaettlistr. 8,4132,Muttenz,BL,CH,Hier können Sie sich Wohlfühlen!,"Wir vermieten die Wohnung mit folgender Einrichtung: <br /><br />- moderne Küche <br />- im Badezimmer, Gang und der Küche Plattenboden vorhanden<br />- Wohnzimmer und Schlafzimmer mit Parkett<br />- Balkon<br />- Lift vorhanden<br />- Öffentliche Verkehrsmittel in unmittelbarer Umgebung<br />- Kinderspielplatz im Innenhof<br />- Einkaufsmöglichkeiten bequem und schnell erreichbar<br /><br />Auto-Einstellplätze können für CHF 100.00/mtl. dazugemietet werden<br /><br />Bitte beachten Sie, dass die gezeigten Bilder den Ausbaustandard einer vergleichbaren Wohnung in der Liegenschaft präsentieren. <br /><br />Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihren Anruf!",1510,1260,250,MONTHLY,0f532a3a-da64-47cb-8c26-4c1d197b874d.jpg,cedb0bb2-0d8f-4590-9a51-caaa70828dad.jpg,45f8f9df-c8ca-4812-b9b0-9cd3cffcb3cd.jpg,b5a7dad4-b034-4e5e-bea5-09eb52d79f58.jpg,de06a3e8-b5ca-472f-b754-bfeebd0c717e.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Grundriss,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/cc97bd5f-5a6d-45e5-9939-bcc050fb7b6f?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,7031,Seemättlistr./Lachmattstr.,4132,Muttenz,BL,CH,Treffer - Der wetterfeste Parkplatz für Sie,Die Einstellhalle bietet grosszügige Parkplätze und befindet sich in unmittelbarer Nähe zu den öffentlichen Verkehrsmitteln. <br /><br />Einkaufsmöglichkeiten finden Sie ebenfalls unweit in der Umgebung.<br /><br />Haben wir Ihr Interesse geweckt? Wir freuen uns über Ihren Anruf.,100,100,,MONTHLY,46a75862-dbdb-49e4-b3e6-818f1f90d918.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/f1d8697c-dbe4-4e97-9280-f09bb749b50e?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,"Hauswartung - P. Nolasco & Co. AG, Tel. 061 631 00 73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,9,RENT,7105,"Muttenzerstr.78,St.Jakobstr.57",4133,Pratteln,BL,CH,Einstellplatz für Ihr Motorrad!,Haben Sie Interesse an einem Platz für Ihr Motorrad? Dann haben wir für Sie die Lösung. <br /><br />In der Einstellhalle an der Muttenzerstrasse 78 vermieten wir diverse Motorradplätze.<br /><br />Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihren Anruf.,20,20,,MONTHLY,ad7ebd09-fe87-45c7-8b0e-c243565028f7.jpg,fca2d490-9373-4362-b7a3-4e0c54190070.jpg,,,,Aussenansicht,Innenansicht,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/27b17484-c028-4fa0-886b-0004239ea405?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Hersberger Natasha,Hardstr. 11,4002,Basel,CH,061 270 90 88,,061 270 90 99,,,,,,"Natasha Hersberger<br />Hardstr. 11, 4002 Basel<br />Telefon: 061 270 90 88<br />Fax/Natel:   061 270 90 99<br />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,4,RENT,201,Dällikerstrasse 41,8105,Regensdorf,ZH,CH,Wohnen wie im Eigenheim!,"Wir vermieten per sofort oder nach Vereinbarung eine grosszügige und moderne Dachwohnung mit folgenden Highlights:<br /><br />- 2010 teilsaniert<br />- Ganze Wohnung mit Parkett<br />- Cheminée im Wohnzimmer<br />- Küche mit GS und GK<br />- Hochgelegter Backofen, pflegeleichte Natursteinplatten<br />- Bad/WC mit Badewanne, Doppellavabo und Fenster<br />- Sep. Dusche/WC<br />- Praktischer Abstellraum <br />- Oberhalb Wohnung Dachstock mit direktem Zugang aus der Wohnung<br />- Gemütlicher Balkon <br />- Einstellplätze à CHF 120.–/Monat anmietbar<br /><br />Die Bilder zeigen den Standard und können von dieser Wohnung abweichen.<br /><br />Wir freuen uns auf Ihre Anfrage!",2640,2290,350,MONTHLY,1bd4ef0a-a83b-47b9-a514-f3112838ef5c.jpg,b28c1f4c-a442-46a9-a049-dbd3aa530a19.jpg,0b4ed36f-0c19-466a-9c5d-2bd641d3b1c2.jpg,654da948-ef26-4a4d-a836-02feb0699806.jpg,38dd8bd0-e759-4053-9713-9a81923d8c35.jpg,Aussenansicht,Innenansicht,Wohnzimmer,Küche,Bad,,,,,,,,,,,,http://daellikerstrasse-regensdorf.wincasaweb.ch/,wic,,Wincasa Filiale Baden,Schölly Claudio,Badstr. 4,5400,Baden,CH,056 404 83 06,,056 404 83 99,,,,,,Wincasa AG<br />Claudio Schölly<br />Telefon: 056 404 83 06<br />claudio.schoelly@wincasa.ch,,,3353cb4a-cd08-4b12-b130-455eae0b335c.jpg,30392da7-c607-4d5f-8d97-042e75a6dd07.jpg,7cb94fdc-66b3-4b43-81a0-5161b6118b5b.jpg,,Zimmer,Balkon/Terrasse/Sitzplatz,Grundriss,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,203,Im Hirshalm 52,4125,Riehen,BS,CH,Schöne 3 Zimmer-Wohnung an ruhiger Lage,"Diese Wohnung befindet sich in einer Überbauung in Riehen nähe Rauracher/Bäumlihof und verfügt über folgende Einrichtung: <br /><br />- Moderne Küche mit Glaskeramikherd und Fenster<br />- Schönes Bad/WC mit Badewanne<br />- Alle Zimmer mit Parkettboden<br />- Küche, Flur und Nasszelle mit Plattenboden<br />- Grosses Kellerabteil<br />- Balkon<br />- Veloraum im EG<br />- Waschmaschine u. Tumbler im Keller<br />- Verfügbar per: 16.04.2018<br /><br />- 2 Gehminuten zu nächster Einkaufsmöglichkeit<br />- Nahe Tram<br />- Zugstation in Kürze erreichbar<br />- EH Platz kann dazugemietet werden (CHF 150.00/Monat)<br />- Spielplatz im Innenhof<br />- Autobahn in 5 Minuten erreichbar<br /><br />Die Fotos können ewtas vom Original abweichen.",1705,1465,240,MONTHLY,25e51189-4c4a-48f8-95b7-fe1d9fea98a2.jpg,282edfff-f735-41c3-85ac-7596a5ce6455.jpg,8d624c6c-64b0-4fcd-8630-fc1191460c48.jpg,0cf9a889-476f-4352-b691-935804bf090a.jpg,f95a7e41-7594-443e-9073-cbe66b413e56.jpg,Aussenansicht,Wohnzimmer,Küche,Bad,Zimmer,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/7dbfabe5-4940-44a4-8b8a-3811dce9795b?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Basel,Imhof Stefanie,Hardstr. 11,4002,Basel,CH,061 270 90 84,,061 270 90 99,,,,,,Für die Vereinbarung eines Besichtigungstermins kontaktieren Sie bitte Herr Graf (momentaner Mieter) unter 079 202 84 62.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
